case_id,timestamp,activity,costs
1096,2020-08-16 04:37:48,Clean electrodes,1
1096,2020-08-16 12:39:07,Shred electrodes,1
1096,2020-08-16 15:36:45,Melt down solid materials,1
1096,2020-08-17 07:33:47,Collect recyclable materials,1
1096,2020-08-17 11:34:00,Dispose of non-reusable materials,1
1097,2020-08-14 21:24:00,Battery cell completely discharged,1
1097,2020-08-15 21:02:23,Check battery cell for damage,1
1097,2020-08-16 00:06:20,Open battery cell,1
1097,2020-08-16 06:05:50,Collect electrolyte separately,1
1097,2020-08-16 12:04:52,Clean electrodes,1
1097,2020-08-16 20:02:39,Shred electrodes,1
1097,2020-08-16 23:01:09,Melt down solid materials,1
1097,2020-08-17 14:57:54,Collect recyclable materials,1
1097,2020-08-17 18:57:15,Dispose of non-reusable materials,1
1098,2020-08-15 02:07:00,Battery cell completely discharged,1
1098,2020-08-16 02:11:11,Check battery cell for damage,1
1098,2020-08-16 05:14:41,Open battery cell,1
1098,2020-08-16 11:28:23,Collect electrolyte separately,1
1098,2020-08-16 17:35:43,Clean electrodes,1
1098,2020-08-17 00:08:58,Clean electrodes,1
1098,2020-08-17 06:42:14,Clean electrodes,1
1098,2020-08-17 14:41:50,Shred electrodes,1
1098,2020-08-17 17:39:53,Melt down solid materials,1
1098,2020-08-18 09:39:09,Collect recyclable materials,1
1098,2020-08-18 13:41:36,Dispose of non-reusable materials,1
1099,2020-08-15 04:18:00,Battery cell completely discharged,1
1099,2020-08-16 04:51:55,Check battery cell for damage,1
1099,2020-08-16 07:56:13,Open battery cell,1
1099,2020-08-16 14:08:19,Collect electrolyte separately,1
1099,2020-08-16 20:00:07,Clean electrodes,1
1099,2020-08-17 02:29:00,Clean electrodes,1
1099,2020-08-17 10:48:04,Shred electrodes,1
1099,2020-08-17 13:46:24,Melt down solid materials,1
1099,2020-08-18 05:47:06,Collect recyclable materials,1
1099,2020-08-18 09:47:57,Dispose of non-reusable materials,1
1100,2020-08-15 13:07:00,Battery cell completely discharged,1
1100,2020-08-16 13:43:26,Check battery cell for damage,1
1100,2020-08-16 15:50:13,Check the capacity of the safety box,1
1100,2020-08-16 15:56:12,Place battery cell in safety box,1
1101,2020-08-15 17:16:00,Battery cell completely discharged,1
1101,2020-08-16 17:31:18,Check battery cell for damage,1
1101,2020-08-16 20:29:12,Open battery cell,1
1101,2020-08-17 02:32:00,Collect electrolyte separately,1
1101,2020-08-17 08:29:57,Clean electrodes,1
1101,2020-08-17 15:02:24,Clean electrodes,1
1101,2020-08-17 23:03:37,Shred electrodes,1
1101,2020-08-18 02:04:51,Melt down solid materials,1
1101,2020-08-18 18:03:18,Collect recyclable materials,1
1101,2020-08-18 22:02:37,Dispose of non-reusable materials,1
1102,2020-08-16 02:58:00,Battery cell completely discharged,1
1102,2020-08-17 02:59:23,Check battery cell for damage,1
1102,2020-08-17 05:14:36,Check the capacity of the safety box,1
1102,2020-08-17 05:20:21,Place battery cell in safety box,1
1103,2020-08-16 06:36:00,Battery cell completely discharged,1
1103,2020-08-17 06:08:41,Check battery cell for damage,1
1103,2020-08-17 08:14:55,Check the capacity of the safety box,1
1103,2020-08-17 08:20:29,Place battery cell in safety box,1
1104,2020-08-16 14:13:00,Battery cell completely discharged,1
1104,2020-08-17 14:26:21,Check battery cell for damage,1
1104,2020-08-17 17:18:36,Open battery cell,1
1104,2020-08-17 23:18:24,Collect electrolyte separately,1
1104,2020-08-18 05:17:57,Clean electrodes,1
1104,2020-08-18 13:00:36,Shred electrodes,1
1104,2020-08-18 15:59:58,Melt down solid materials,1
1104,2020-08-19 08:01:36,Collect recyclable materials,1
1104,2020-08-19 12:02:45,Dispose of non-reusable materials,1
1105,2020-08-16 17:29:00,Battery cell completely discharged,1
1105,2020-08-17 17:17:56,Check battery cell for damage,1
1105,2020-08-17 19:13:06,Check the capacity of the safety box,1
1105,2020-08-17 19:19:06,Place battery cell in safety box,1
1106,2020-08-17 01:25:00,Battery cell completely discharged,1
1106,2020-08-18 00:55:04,Check battery cell for damage,1
1106,2020-08-18 03:55:23,Open battery cell,1
1106,2020-08-18 10:06:18,Collect electrolyte separately,1
1106,2020-08-18 16:06:06,Clean electrodes,1
1106,2020-08-19 00:13:19,Shred electrodes,1
1106,2020-08-19 03:14:46,Melt down solid materials,1
1106,2020-08-19 19:12:06,Collect recyclable materials,1
1106,2020-08-19 23:14:09,Dispose of non-reusable materials,1
1107,2020-08-17 02:44:00,Battery cell completely discharged,1
1107,2020-08-18 02:14:25,Check battery cell for damage,1
1107,2020-08-18 05:32:24,Open battery cell,1
1107,2020-08-18 11:31:21,Collect electrolyte separately,1
1107,2020-08-18 17:18:49,Clean electrodes,1
1107,2020-08-19 01:03:36,Shred electrodes,1
1107,2020-08-19 04:01:34,Melt down solid materials,1
1107,2020-08-19 20:03:26,Collect recyclable materials,1
1107,2020-08-20 00:05:28,Dispose of non-reusable materials,1
1108,2020-08-17 10:07:00,Battery cell completely discharged,1
1108,2020-08-18 09:28:57,Check battery cell for damage,1
1108,2020-08-18 12:23:08,Open battery cell,1
1108,2020-08-18 18:25:12,Collect electrolyte separately,1
1108,2020-08-19 00:21:18,Clean electrodes,1
1108,2020-08-19 06:51:06,Clean electrodes,1
1108,2020-08-19 14:49:39,Shred electrodes,1
1108,2020-08-19 17:49:47,Melt down solid materials,1
1108,2020-08-20 09:49:43,Collect recyclable materials,1
1108,2020-08-20 13:49:55,Dispose of non-reusable materials,1
1109,2020-08-17 12:44:00,Battery cell completely discharged,1
1109,2020-08-18 12:21:46,Check battery cell for damage,1
1109,2020-08-18 14:24:49,Check the capacity of the safety box,1
1109,2020-08-18 14:31:24,Place battery cell in safety box,1
1110,2020-08-17 16:15:00,Battery cell completely discharged,1
1110,2020-08-18 15:23:42,Check battery cell for damage,1
1110,2020-08-18 17:17:11,Check the capacity of the safety box,1
1110,2020-08-18 17:22:53,Place battery cell in safety box,1
1111,2020-08-18 00:15:00,Battery cell completely discharged,1
1111,2020-08-19 00:07:51,Check battery cell for damage,1
1111,2020-08-19 03:07:51,Open battery cell,1
1111,2020-08-19 09:10:22,Collect electrolyte separately,1
1111,2020-08-19 15:03:30,Clean electrodes,1
1111,2020-08-19 23:08:33,Shred electrodes,1
1111,2020-08-20 02:06:45,Melt down solid materials,1
1111,2020-08-20 18:06:42,Collect recyclable materials,1
1111,2020-08-20 22:10:19,Dispose of non-reusable materials,1
1112,2020-08-18 07:50:00,Battery cell completely discharged,1
1112,2020-08-19 08:18:22,Check battery cell for damage,1
1112,2020-08-19 10:47:46,Check the capacity of the safety box,1
1112,2020-08-19 10:54:08,Place battery cell in safety box,1
1113,2020-08-18 08:50:00,Battery cell completely discharged,1
1113,2020-08-19 08:34:56,Check battery cell for damage,1
1113,2020-08-19 10:44:10,Check the capacity of the safety box,1
1113,2020-08-19 10:49:54,Place battery cell in safety box,1
1114,2020-08-18 15:32:00,Battery cell completely discharged,1
1114,2020-08-19 15:02:30,Check battery cell for damage,1
1114,2020-08-19 16:58:27,Check the capacity of the safety box,1
1114,2020-08-19 17:04:56,Place battery cell in safety box,1
1115,2020-08-19 01:10:00,Battery cell completely discharged,1
1115,2020-08-20 01:42:42,Check battery cell for damage,1
1115,2020-08-20 04:39:48,Open battery cell,1
1115,2020-08-20 10:38:44,Collect electrolyte separately,1
1115,2020-08-20 16:39:19,Clean electrodes,1
1115,2020-08-21 00:42:46,Shred electrodes,1
1115,2020-08-21 03:42:49,Melt down solid materials,1
1115,2020-08-21 19:38:51,Collect recyclable materials,1
1115,2020-08-21 23:41:21,Dispose of non-reusable materials,1
1116,2020-08-19 05:33:00,Battery cell completely discharged,1
1116,2020-08-20 05:18:34,Check battery cell for damage,1
1116,2020-08-20 08:20:46,Open battery cell,1
1116,2020-08-20 14:30:09,Collect electrolyte separately,1
1116,2020-08-20 20:39:48,Clean electrodes,1
1116,2020-08-21 04:42:01,Shred electrodes,1
1116,2020-08-21 07:41:03,Melt down solid materials,1
1116,2020-08-21 23:42:32,Collect recyclable materials,1
1116,2020-08-22 03:35:58,Dispose of non-reusable materials,1
1117,2020-08-19 07:49:00,Battery cell completely discharged,1
1117,2020-08-20 07:49:30,Check battery cell for damage,1
1117,2020-08-20 10:41:57,Open battery cell,1
1117,2020-08-20 16:35:57,Collect electrolyte separately,1
1117,2020-08-20 22:32:38,Clean electrodes,1
1117,2020-08-21 06:31:43,Shred electrodes,1
1117,2020-08-21 09:30:27,Melt down solid materials,1
1117,2020-08-22 01:29:10,Collect recyclable materials,1
1117,2020-08-22 05:30:13,Dispose of non-reusable materials,1
1118,2020-08-19 09:22:00,Battery cell completely discharged,1
1118,2020-08-20 09:24:51,Check battery cell for damage,1
1118,2020-08-20 12:20:26,Open battery cell,1
1118,2020-08-20 18:22:35,Collect electrolyte separately,1
1118,2020-08-21 00:25:30,Clean electrodes,1
1118,2020-08-21 08:10:32,Shred electrodes,1
1118,2020-08-21 11:09:59,Melt down solid materials,1
1118,2020-08-22 03:07:55,Collect recyclable materials,1
1118,2020-08-22 07:01:34,Dispose of non-reusable materials,1
1119,2020-08-19 19:20:00,Battery cell completely discharged,1
1119,2020-08-20 18:48:48,Check battery cell for damage,1
1119,2020-08-20 20:52:46,Check the capacity of the safety box,1
1119,2020-08-20 20:58:19,Place battery cell in safety box,1
1120,2020-08-19 22:35:00,Battery cell completely discharged,1
1120,2020-08-20 22:05:07,Check battery cell for damage,1
1120,2020-08-21 01:02:19,Open battery cell,1
1120,2020-08-21 06:56:32,Collect electrolyte separately,1
1120,2020-08-21 12:51:48,Clean electrodes,1
1120,2020-08-21 20:45:53,Shred electrodes,1
1120,2020-08-21 23:44:46,Melt down solid materials,1
1120,2020-08-22 15:45:26,Collect recyclable materials,1
1120,2020-08-22 19:38:28,Dispose of non-reusable materials,1
1121,2020-08-19 23:49:00,Battery cell completely discharged,1
1121,2020-08-20 23:30:39,Check battery cell for damage,1
1121,2020-08-21 02:11:52,Open battery cell,1
1121,2020-08-21 08:07:00,Collect electrolyte separately,1
1121,2020-08-21 14:03:13,Clean electrodes,1
1121,2020-08-21 20:27:24,Clean electrodes,1
1121,2020-08-22 02:51:34,Clean electrodes,1
1121,2020-08-22 10:44:49,Shred electrodes,1
1121,2020-08-22 13:47:20,Melt down solid materials,1
1121,2020-08-23 05:48:44,Collect recyclable materials,1
1121,2020-08-23 09:50:39,Dispose of non-reusable materials,1
1122,2020-08-20 01:30:00,Battery cell completely discharged,1
1122,2020-08-21 00:57:01,Check battery cell for damage,1
1122,2020-08-21 03:57:00,Open battery cell,1
1122,2020-08-21 10:09:36,Collect electrolyte separately,1
1122,2020-08-21 16:16:14,Clean electrodes,1
1122,2020-08-21 22:41:59,Clean electrodes,1
1122,2020-08-22 06:30:00,Shred electrodes,1
1122,2020-08-22 09:28:29,Melt down solid materials,1
1122,2020-08-23 01:32:12,Collect recyclable materials,1
1122,2020-08-23 05:30:49,Dispose of non-reusable materials,1
1123,2020-08-20 03:26:00,Battery cell completely discharged,1
1123,2020-08-21 03:22:11,Check battery cell for damage,1
1123,2020-08-21 05:34:34,Check the capacity of the safety box,1
1123,2020-08-21 05:41:15,Place battery cell in safety box,1
1124,2020-08-20 08:59:00,Battery cell completely discharged,1
1124,2020-08-21 09:11:14,Check battery cell for damage,1
1124,2020-08-21 12:06:28,Open battery cell,1
1124,2020-08-21 18:06:10,Collect electrolyte separately,1
1124,2020-08-22 00:10:52,Clean electrodes,1
1124,2020-08-22 06:43:48,Clean electrodes,1
1124,2020-08-22 14:52:11,Shred electrodes,1
1124,2020-08-22 17:52:50,Melt down solid materials,1
1124,2020-08-23 09:54:07,Collect recyclable materials,1
1124,2020-08-23 13:56:28,Dispose of non-reusable materials,1
1125,2020-08-20 15:19:00,Battery cell completely discharged,1
1125,2020-08-21 15:33:47,Check battery cell for damage,1
1125,2020-08-21 18:33:55,Open battery cell,1
1125,2020-08-22 00:32:43,Collect electrolyte separately,1
1125,2020-08-22 06:33:09,Clean electrodes,1
1125,2020-08-22 14:50:54,Shred electrodes,1
1125,2020-08-22 17:48:18,Melt down solid materials,1
1125,2020-08-23 09:47:57,Collect recyclable materials,1
1125,2020-08-23 13:44:19,Dispose of non-reusable materials,1
1126,2020-08-20 19:03:00,Battery cell completely discharged,1
1126,2020-08-21 19:01:30,Check battery cell for damage,1
1126,2020-08-21 21:57:29,Open battery cell,1
1126,2020-08-22 04:07:11,Collect electrolyte separately,1
1126,2020-08-22 10:10:38,Clean electrodes,1
1126,2020-08-22 17:54:35,Shred electrodes,1
1126,2020-08-22 20:57:31,Melt down solid materials,1
1126,2020-08-23 13:00:43,Collect recyclable materials,1
1126,2020-08-23 16:59:19,Dispose of non-reusable materials,1
1127,2020-08-21 02:25:00,Battery cell completely discharged,1
1127,2020-08-22 01:47:56,Check battery cell for damage,1
1127,2020-08-22 04:36:14,Open battery cell,1
1127,2020-08-22 10:38:12,Collect electrolyte separately,1
1127,2020-08-22 16:46:06,Clean electrodes,1
1127,2020-08-23 00:52:20,Shred electrodes,1
1127,2020-08-23 03:53:04,Melt down solid materials,1
1127,2020-08-23 19:55:07,Collect recyclable materials,1
1127,2020-08-23 23:53:10,Dispose of non-reusable materials,1
1128,2020-08-21 03:19:00,Battery cell completely discharged,1
1128,2020-08-22 03:29:39,Check battery cell for damage,1
1128,2020-08-22 06:17:37,Open battery cell,1
1128,2020-08-22 12:17:58,Collect electrolyte separately,1
1128,2020-08-22 18:20:24,Clean electrodes,1
1128,2020-08-23 00:49:04,Clean electrodes,1
1128,2020-08-23 08:21:49,Shred electrodes,1
1128,2020-08-23 11:20:13,Melt down solid materials,1
1128,2020-08-24 03:17:54,Collect recyclable materials,1
1128,2020-08-24 07:17:20,Dispose of non-reusable materials,1
1129,2020-08-21 12:16:00,Battery cell completely discharged,1
1129,2020-08-22 12:27:25,Check battery cell for damage,1
1129,2020-08-22 14:36:40,Check the capacity of the safety box,1
1129,2020-08-22 14:42:04,Place battery cell in safety box,1
1130,2020-08-21 20:48:00,Battery cell completely discharged,1
1130,2020-08-22 20:45:01,Check battery cell for damage,1
1130,2020-08-22 23:47:52,Open battery cell,1
1130,2020-08-23 05:51:01,Collect electrolyte separately,1
1130,2020-08-23 11:52:21,Clean electrodes,1
1130,2020-08-23 19:31:12,Shred electrodes,1
1130,2020-08-23 22:29:15,Melt down solid materials,1
1130,2020-08-24 14:25:37,Collect recyclable materials,1
1130,2020-08-24 18:28:56,Dispose of non-reusable materials,1
1131,2020-08-22 01:29:00,Battery cell completely discharged,1
1131,2020-08-23 01:42:11,Check battery cell for damage,1
1131,2020-08-23 03:33:57,Check the capacity of the safety box,1
1131,2020-08-23 03:39:48,Place battery cell in safety box,1
1132,2020-08-22 10:21:00,Battery cell completely discharged,1
1132,2020-08-23 10:21:01,Check battery cell for damage,1
1132,2020-08-23 13:21:31,Open battery cell,1
1132,2020-08-23 19:26:31,Collect electrolyte separately,1
1132,2020-08-24 01:28:52,Clean electrodes,1
1132,2020-08-24 08:02:43,Clean electrodes,1
1132,2020-08-24 16:04:19,Shred electrodes,1
1132,2020-08-24 19:02:15,Melt down solid materials,1
1132,2020-08-25 11:02:43,Collect recyclable materials,1
1132,2020-08-25 15:04:56,Dispose of non-reusable materials,1
1133,2020-08-22 16:43:00,Battery cell completely discharged,1
1133,2020-08-23 16:12:10,Check battery cell for damage,1
1133,2020-08-23 18:34:01,Check the capacity of the safety box,1
1133,2020-08-23 18:40:13,Place battery cell in safety box,1
1134,2020-08-22 20:45:00,Battery cell completely discharged,1
1134,2020-08-23 21:28:13,Check battery cell for damage,1
1134,2020-08-24 00:30:22,Open battery cell,1
1134,2020-08-24 06:29:29,Collect electrolyte separately,1
1134,2020-08-24 12:27:16,Clean electrodes,1
1134,2020-08-24 20:12:32,Shred electrodes,1
1134,2020-08-24 23:11:37,Melt down solid materials,1
1134,2020-08-25 15:13:39,Collect recyclable materials,1
1134,2020-08-25 19:15:31,Dispose of non-reusable materials,1
1135,2020-08-23 00:26:00,Battery cell completely discharged,1
1135,2020-08-24 00:18:01,Check battery cell for damage,1
1135,2020-08-24 03:09:07,Open battery cell,1
1135,2020-08-24 09:11:28,Collect electrolyte separately,1
1135,2020-08-24 15:09:53,Clean electrodes,1
1135,2020-08-24 23:15:26,Shred electrodes,1
1135,2020-08-25 02:13:43,Melt down solid materials,1
1135,2020-08-25 18:15:04,Collect recyclable materials,1
1135,2020-08-25 22:08:51,Dispose of non-reusable materials,1
1136,2020-08-23 03:44:00,Battery cell completely discharged,1
1136,2020-08-24 03:33:18,Check battery cell for damage,1
1136,2020-08-24 06:34:08,Open battery cell,1
1136,2020-08-24 12:38:40,Collect electrolyte separately,1
1136,2020-08-24 18:33:25,Clean electrodes,1
1136,2020-08-25 01:02:52,Clean electrodes,1
1136,2020-08-25 08:39:22,Shred electrodes,1
1136,2020-08-25 11:39:36,Melt down solid materials,1
1136,2020-08-26 03:38:17,Collect recyclable materials,1
1136,2020-08-26 07:38:22,Dispose of non-reusable materials,1
1137,2020-08-23 12:22:00,Battery cell completely discharged,1
1137,2020-08-24 12:25:25,Check battery cell for damage,1
1137,2020-08-24 15:14:06,Open battery cell,1
1137,2020-08-24 21:23:32,Collect electrolyte separately,1
1137,2020-08-25 03:25:19,Clean electrodes,1
1137,2020-08-25 11:27:43,Shred electrodes,1
1137,2020-08-25 14:31:28,Melt down solid materials,1
1137,2020-08-26 06:31:14,Collect recyclable materials,1
1137,2020-08-26 10:38:07,Dispose of non-reusable materials,1
1138,2020-08-23 14:52:00,Battery cell completely discharged,1
1138,2020-08-24 15:15:50,Check battery cell for damage,1
1138,2020-08-24 18:23:04,Open battery cell,1
1138,2020-08-25 00:23:08,Collect electrolyte separately,1
1138,2020-08-25 06:23:01,Clean electrodes,1
1138,2020-08-25 14:45:52,Shred electrodes,1
1138,2020-08-25 17:43:57,Melt down solid materials,1
1138,2020-08-26 09:42:50,Collect recyclable materials,1
1138,2020-08-26 13:40:54,Dispose of non-reusable materials,1
1139,2020-08-23 16:40:00,Battery cell completely discharged,1
1139,2020-08-24 17:04:40,Check battery cell for damage,1
1139,2020-08-24 19:55:04,Open battery cell,1
1139,2020-08-25 01:59:13,Collect electrolyte separately,1
1139,2020-08-25 07:58:22,Clean electrodes,1
1139,2020-08-25 16:02:07,Shred electrodes,1
1139,2020-08-25 19:04:01,Melt down solid materials,1
1139,2020-08-26 11:03:37,Collect recyclable materials,1
1139,2020-08-26 15:04:21,Dispose of non-reusable materials,1
1140,2020-08-23 22:43:00,Battery cell completely discharged,1
1140,2020-08-24 22:45:21,Check battery cell for damage,1
1140,2020-08-25 01:41:30,Open battery cell,1
1140,2020-08-25 08:03:49,Collect electrolyte separately,1
1140,2020-08-25 14:03:15,Clean electrodes,1
1140,2020-08-25 22:06:09,Shred electrodes,1
1140,2020-08-26 01:05:15,Melt down solid materials,1
1140,2020-08-26 17:06:56,Collect recyclable materials,1
1140,2020-08-26 21:08:28,Dispose of non-reusable materials,1
1141,2020-08-24 02:09:00,Battery cell completely discharged,1
1141,2020-08-25 02:22:13,Check battery cell for damage,1
1141,2020-08-25 05:21:20,Open battery cell,1
1141,2020-08-25 11:15:17,Collect electrolyte separately,1
1141,2020-08-25 17:16:28,Clean electrodes,1
1141,2020-08-26 01:09:49,Shred electrodes,1
1141,2020-08-26 04:06:46,Melt down solid materials,1
1141,2020-08-26 20:05:37,Collect recyclable materials,1
1141,2020-08-27 00:10:00,Dispose of non-reusable materials,1
1142,2020-08-24 11:45:00,Battery cell completely discharged,1
1142,2020-08-25 11:56:57,Check battery cell for damage,1
1142,2020-08-25 14:01:58,Check the capacity of the safety box,1
1142,2020-08-25 14:07:43,Place battery cell in safety box,1
1143,2020-08-24 15:02:00,Battery cell completely discharged,1
1143,2020-08-25 15:20:07,Check battery cell for damage,1
1143,2020-08-25 18:16:50,Open battery cell,1
1143,2020-08-26 00:26:55,Collect electrolyte separately,1
1143,2020-08-26 06:20:18,Clean electrodes,1
1143,2020-08-26 12:51:15,Clean electrodes,1
1143,2020-08-26 20:37:58,Shred electrodes,1
1143,2020-08-26 23:38:35,Melt down solid materials,1
1143,2020-08-27 15:33:30,Collect recyclable materials,1
1143,2020-08-27 19:36:38,Dispose of non-reusable materials,1
1144,2020-08-25 00:21:00,Battery cell completely discharged,1
1144,2020-08-26 00:06:30,Check battery cell for damage,1
1144,2020-08-26 02:20:34,Check the capacity of the safety box,1
1144,2020-08-26 02:26:57,Place battery cell in safety box,1
1145,2020-08-25 06:25:00,Battery cell completely discharged,1
1145,2020-08-26 06:18:54,Check battery cell for damage,1
1145,2020-08-26 08:33:27,Check the capacity of the safety box,1
1145,2020-08-26 08:39:15,Place battery cell in safety box,1
1146,2020-08-25 09:30:00,Battery cell completely discharged,1
1146,2020-08-26 09:50:35,Check battery cell for damage,1
1146,2020-08-26 12:58:57,Open battery cell,1
1146,2020-08-26 19:08:22,Collect electrolyte separately,1
1146,2020-08-27 01:05:28,Clean electrodes,1
1146,2020-08-27 07:29:39,Clean electrodes,1
1146,2020-08-27 15:20:46,Shred electrodes,1
1146,2020-08-27 18:21:21,Melt down solid materials,1
1146,2020-08-28 10:19:39,Collect recyclable materials,1
1146,2020-08-28 14:20:52,Dispose of non-reusable materials,1
1147,2020-08-25 10:50:00,Battery cell completely discharged,1
1147,2020-08-26 10:44:19,Check battery cell for damage,1
1147,2020-08-26 13:41:03,Open battery cell,1
1147,2020-08-26 19:31:48,Collect electrolyte separately,1
1147,2020-08-27 01:26:04,Clean electrodes,1
1147,2020-08-27 09:29:49,Shred electrodes,1
1147,2020-08-27 12:33:00,Melt down solid materials,1
1147,2020-08-28 04:31:45,Collect recyclable materials,1
1147,2020-08-28 08:27:54,Dispose of non-reusable materials,1
1148,2020-08-25 17:43:00,Battery cell completely discharged,1
1148,2020-08-26 18:05:17,Check battery cell for damage,1
1148,2020-08-26 20:16:47,Check the capacity of the safety box,1
1148,2020-08-26 20:22:38,Place battery cell in safety box,1
1149,2020-08-26 00:10:00,Battery cell completely discharged,1
1149,2020-08-26 23:32:52,Check battery cell for damage,1
1149,2020-08-27 02:20:19,Open battery cell,1
1149,2020-08-27 08:24:46,Collect electrolyte separately,1
1149,2020-08-27 14:16:51,Clean electrodes,1
1149,2020-08-27 20:53:37,Clean electrodes,1
1149,2020-08-28 03:30:24,Clean electrodes,1
1149,2020-08-28 10:07:10,Clean electrodes,1
1149,2020-08-28 16:43:56,Clean electrodes,1
1149,2020-08-29 00:45:28,Shred electrodes,1
1149,2020-08-29 03:44:44,Melt down solid materials,1
1149,2020-08-29 19:43:31,Collect recyclable materials,1
1149,2020-08-29 23:45:18,Dispose of non-reusable materials,1
1150,2020-08-26 07:07:00,Battery cell completely discharged,1
1150,2020-08-27 07:09:22,Check battery cell for damage,1
1150,2020-08-27 10:20:05,Open battery cell,1
1150,2020-08-27 16:31:10,Collect electrolyte separately,1
1150,2020-08-27 22:32:29,Clean electrodes,1
1150,2020-08-28 06:45:28,Shred electrodes,1
1150,2020-08-28 09:44:43,Melt down solid materials,1
1150,2020-08-29 01:47:25,Collect recyclable materials,1
1150,2020-08-29 05:53:14,Dispose of non-reusable materials,1
1151,2020-08-26 16:38:00,Battery cell completely discharged,1
1151,2020-08-27 16:52:04,Check battery cell for damage,1
1151,2020-08-27 19:58:38,Open battery cell,1
1151,2020-08-28 01:53:03,Collect electrolyte separately,1
1151,2020-08-28 07:46:52,Clean electrodes,1
1151,2020-08-28 15:52:07,Shred electrodes,1
1151,2020-08-28 18:49:03,Melt down solid materials,1
1151,2020-08-29 10:46:23,Collect recyclable materials,1
1151,2020-08-29 14:44:49,Dispose of non-reusable materials,1
1152,2020-08-26 20:03:00,Battery cell completely discharged,1
1152,2020-08-27 20:11:16,Check battery cell for damage,1
1152,2020-08-27 23:10:10,Open battery cell,1
1152,2020-08-28 05:19:45,Collect electrolyte separately,1
1152,2020-08-28 11:23:11,Clean electrodes,1
1152,2020-08-28 19:22:14,Shred electrodes,1
1152,2020-08-28 22:23:38,Melt down solid materials,1
1152,2020-08-29 14:22:06,Collect recyclable materials,1
1152,2020-08-29 18:24:22,Dispose of non-reusable materials,1
1153,2020-08-27 06:01:00,Battery cell completely discharged,1
1153,2020-08-28 06:19:04,Check battery cell for damage,1
1153,2020-08-28 09:05:06,Open battery cell,1
1153,2020-08-28 15:13:17,Collect electrolyte separately,1
1153,2020-08-28 21:10:19,Clean electrodes,1
1153,2020-08-29 05:10:50,Shred electrodes,1
1153,2020-08-29 08:08:09,Melt down solid materials,1
1153,2020-08-30 00:05:03,Collect recyclable materials,1
1153,2020-08-30 04:05:09,Dispose of non-reusable materials,1
1154,2020-08-27 06:53:00,Battery cell completely discharged,1
1154,2020-08-28 06:19:55,Check battery cell for damage,1
1154,2020-08-28 09:15:51,Open battery cell,1
1154,2020-08-28 15:02:41,Collect electrolyte separately,1
1154,2020-08-28 21:09:37,Clean electrodes,1
1154,2020-08-29 05:05:37,Shred electrodes,1
1154,2020-08-29 08:09:30,Melt down solid materials,1
1154,2020-08-30 00:07:15,Collect recyclable materials,1
1154,2020-08-30 04:10:23,Dispose of non-reusable materials,1
1155,2020-08-27 09:54:00,Battery cell completely discharged,1
1155,2020-08-28 10:07:42,Check battery cell for damage,1
1155,2020-08-28 12:08:27,Check the capacity of the safety box,1
1155,2020-08-28 12:14:10,Place battery cell in safety box,1
1156,2020-08-27 17:22:00,Battery cell completely discharged,1
1156,2020-08-28 16:54:22,Check battery cell for damage,1
1156,2020-08-28 19:52:32,Open battery cell,1
1156,2020-08-29 01:57:15,Collect electrolyte separately,1
1156,2020-08-29 08:05:45,Clean electrodes,1
1156,2020-08-29 16:06:54,Shred electrodes,1
1156,2020-08-29 19:08:10,Melt down solid materials,1
1156,2020-08-30 11:09:19,Collect recyclable materials,1
1156,2020-08-30 15:11:13,Dispose of non-reusable materials,1
1157,2020-08-27 19:37:00,Battery cell completely discharged,1
1157,2020-08-28 19:24:54,Check battery cell for damage,1
1157,2020-08-28 22:03:49,Open battery cell,1
1157,2020-08-29 04:13:16,Collect electrolyte separately,1
1157,2020-08-29 10:17:40,Clean electrodes,1
1157,2020-08-29 18:29:42,Shred electrodes,1
1157,2020-08-29 21:30:02,Melt down solid materials,1
1157,2020-08-30 13:30:28,Collect recyclable materials,1
1157,2020-08-30 17:27:37,Dispose of non-reusable materials,1
1158,2020-08-27 21:11:00,Battery cell completely discharged,1
1158,2020-08-28 21:23:27,Check battery cell for damage,1
1158,2020-08-29 00:33:47,Open battery cell,1
1158,2020-08-29 06:43:07,Collect electrolyte separately,1
1158,2020-08-29 12:45:08,Clean electrodes,1
1158,2020-08-29 20:47:12,Shred electrodes,1
1158,2020-08-29 23:44:37,Melt down solid materials,1
1158,2020-08-30 15:40:52,Collect recyclable materials,1
1158,2020-08-30 19:39:32,Dispose of non-reusable materials,1
1159,2020-08-28 02:56:00,Battery cell completely discharged,1
1159,2020-08-29 03:01:04,Check battery cell for damage,1
1159,2020-08-29 05:15:46,Check the capacity of the safety box,1
1159,2020-08-29 05:20:43,Seal full safety box,1
1159,2020-08-29 05:26:09,Store safety box,1
1159,2020-08-29 05:41:48,Prepare new safety box,1
1159,2020-08-29 06:03:13,Place battery cell in safety box,1
1160,2020-08-28 11:01:00,Battery cell completely discharged,1
1160,2020-08-29 10:45:15,Check battery cell for damage,1
1160,2020-08-29 12:59:54,Check the capacity of the safety box,1
1160,2020-08-29 13:05:54,Place battery cell in safety box,1
1161,2020-08-28 11:39:00,Battery cell completely discharged,1
1161,2020-08-29 11:53:59,Check battery cell for damage,1
1161,2020-08-29 14:56:50,Open battery cell,1
1161,2020-08-29 21:18:02,Collect electrolyte separately,1
1161,2020-08-30 03:35:01,Clean electrodes,1
